id,label
1,3.6767298297490925e-05
2,0.0002700377954170108
3,2.7299776661493524e-07
4,0.0005624227342195809
5,0.9997890591621399
6,0.975963830947876
7,0.999996542930603
8,0.9999827146530151
9,0.9999442100524902
10,0.9999326467514038
11,0.9999945163726807
12,0.01754848286509514
13,0.9986448884010315
14,0.9751063585281372
15,0.9999477863311768
16,0.999919056892395
17,0.003247806103900075
18,5.798634447273798e-06
19,0.999990701675415
20,0.9998395442962646
21,5.801526867799112e-07
22,0.999945878982544
23,0.00010478530748514459
24,0.01129936147481203
25,0.9893726706504822
26,2.6075576897710562e-05
27,5.883487119717756e-07
28,0.9999996423721313
29,0.03913763910531998
30,0.00011233893019380048
31,0.005435999482870102
32,0.4607129693031311
33,0.0016336147673428059
34,0.994949460029602
35,0.9999828338623047
36,0.9983731508255005
37,0.9999998807907104
38,0.9999935626983643
39,0.13010035455226898
40,0.9993335604667664
41,0.006867571733891964
42,3.3752905892470153e-06
43,1.975630766537506e-06
44,0.11080016940832138
45,0.99998939037323
46,0.00012139189493609592
47,0.9998546838760376
48,0.01782493107020855
49,0.0015358186792582273
50,0.9872362017631531
51,0.9999755620956421
52,1.0
53,0.9999598264694214
54,0.9922201037406921
55,0.9999990463256836
56,3.898260183632374e-05
57,7.2375964919046964e-06
58,0.9999995231628418
59,0.0010553316678851843
60,0.9243122935295105
61,0.2328663021326065
62,0.08562005311250687
63,0.9991071820259094
64,0.02354487031698227
65,0.0010787546634674072
66,0.0002161710726795718
67,0.0023965598084032536
68,0.9999998807907104
69,0.003214453114196658
70,1.2759295842101892e-08
71,0.027911987155675888
72,4.2662566102080746e-07
73,2.0042513426687947e-07
74,0.002619207603856921
75,0.9971358776092529
76,0.005353899672627449
77,0.008892671205103397
78,1.8798191376845352e-05
79,3.7355919175752206e-06
80,0.9974355101585388
81,0.06458679586648941
82,0.9996378421783447
83,0.00018859037663787603
84,0.9994211196899414
85,0.0005720087792724371
86,0.007007228210568428
87,0.0006846618489362299
88,8.35683022160083e-06
89,0.9999270439147949
90,0.5074062943458557
91,0.8535987734794617
92,0.9999984502792358
93,0.9999735355377197
94,8.044491551117972e-05
95,0.002553408034145832
96,0.9997865557670593
97,6.805933480791282e-06
98,0.005074030254036188
99,0.9999868869781494
100,0.5815385580062866
101,0.9999774694442749
102,0.0002470151521265507
103,0.9999994039535522
104,0.9977614879608154
105,0.0026427609845995903
106,0.0021615689620375633
107,0.9998911619186401
108,0.999984860420227
109,0.34502944350242615
110,8.631170203443617e-05
111,0.04386892914772034
112,0.00020191428484395146
113,0.0013070696732029319
114,0.9999125003814697
115,0.9414398074150085
116,0.9999961853027344
117,0.9999964237213135
118,0.0013066130923107266
119,3.221886345272651e-06
120,0.136952206492424
121,0.9552160501480103
122,0.9999984502792358
123,0.9994089603424072
124,0.9998725652694702
125,0.9997519850730896
